plot_size_sqft,building_size_sqft,num_floors,budget_amount,budget_per_sqft,plot_shape_code,topography_code,num_bedrooms,num_bathrooms,total_rooms,design_style_code,customization_level,design_complexity_score,development_constraint_level,kerala_district_code,construction_start_month,monsoon_exposure_score,district_risk_tier,terrain_code,rainfall_code,flood_risk_code,effective_monsoon_score,cost_overrun_risk
4096,3193,5,3097210,970,2,3,5,3,10,0,3,18,3,10,3,0.5,0,2,2,1,0.5,2
2025,624,1,3579888,5737,3,2,3,4,9,0,1,6,0,8,1,0.1667,0,1,1,0,0.1167,0
2302,1273,5,2417427,1899,2,1,3,3,8,3,4,18,3,7,1,0.1667,0,0,2,0,0.1667,1
1789,3460,1,1418600,410,2,0,6,4,12,1,0,2,1,10,7,0.6778,0,0,2,0,0.6778,2
1316,3727,3,6246452,1676,1,3,5,4,11,1,0,9,1,7,3,0.5,0,1,2,0,0.5,2
833,1791,5,3222009,1799,3,0,3,3,8,2,1,12,2,2,1,0.1667,1,5,3,0,0.2167,2
4897,3329,2,7966297,2393,3,2,2,4,8,0,2,10,2,12,12,0.0,0,0,2,0,0.0,1
3015,1859,4,9196473,4947,0,3,6,2,10,1,2,15,1,6,11,0.0889,0,0,2,1,0.0889,1
1830,3066,2,7303212,2382,2,0,6,4,12,3,0,4,0,3,1,0.1667,1,2,2,2,0.1667,1
3517,3352,4,1297224,387,2,0,3,2,7,3,0,8,2,9,10,0.1778,0,2,2,1,0.1778,2
2032,2950,4,12915100,4378,2,3,6,3,11,2,2,15,2,0,1,0.1667,0,2,1,1,0.1167,2
834,2796,4,2359824,844,1,0,4,3,9,2,5,18,3,4,4,0.6667,1,5,3,0,0.8667,2
3270,3952,4,5781776,1463,1,3,5,4,11,0,5,18,0,1,6,0.8444,0,1,2,0,0.8444,2
2798,2687,2,17981404,6692,1,0,1,1,4,0,0,4,3,1,8,0.5111,0,1,2,0,0.5111,1
2393,3123,3,2464047,789,2,1,6,3,11,2,5,17,2,12,11,0.0889,0,1,2,0,0.0889,2
1355,1846,4,15111356,8186,3,0,5,3,10,3,4,16,1,0,5,0.7556,0,0,1,0,0.5289,2
4620,2093,3,1716260,820,2,1,5,1,8,2,0,7,0,9,9,0.3444,0,4,2,0,0.3444,1
1594,2538,3,8020080,3160,3,3,2,1,5,3,4,17,2,3,8,0.5111,1,3,2,2,0.5111,2
1315,3226,2,3935720,1220,1,0,2,3,7,1,2,8,3,3,9,0.3444,1,2,2,2,0.3444,2
872,1577,1,5927943,3759,2,3,4,1,7,3,1,7,3,8,1,0.1667,0,1,1,0,0.1167,1
4823,2950,2,3855650,1307,1,2,2,4,8,1,4,14,1,6,11,0.0889,0,1,2,0,0.0889,1
4554,2609,5,20731114,7946,3,0,6,3,11,0,3,16,1,5,10,0.1778,2,4,3,0,0.2311,2
681,3303,2,10259118,3106,2,3,1,1,4,2,1,9,1,11,2,0.3333,2,4,3,0,0.4333,2
4259,3338,1,8341662,2499,2,0,4,3,9,0,4,10,3,5,4,0.6667,2,5,3,0,0.8667,2
2430,3795,4,6682995,1761,3,1,3,1,6,2,4,17,3,0,6,0.8444,0,1,1,0,0.5911,2
4526,1777,3,15580736,8768,1,0,2,1,5,1,0,6,1,7,9,0.3444,0,2,2,1,0.3444,1
2350,3978,1,3361410,845,3,0,4,1,7,1,3,8,3,6,5,0.7556,0,1,2,0,0.7556,2
2541,3548,4,7042780,1985,1,0,2,3,7,1,4,16,2,0,2,0.3333,0,1,1,0,0.2333,1
931,1821,1,6404457,3517,3,2,4,3,9,3,1,6,2,6,2,0.3333,0,3,2,2,0.3333,1
3175,1349,3,3098653,2297,1,0,6,4,12,1,2,10,1,9,3,0.5,0,0,2,1,0.5,1
4078,3844,5,4624332,1203,2,2,4,1,7,0,5,18,0,3,11,0.0889,1,3,2,2,0.0889,2
941,532,3,219184,412,3,0,5,2,9,0,2,10,1,11,5,0.7556,2,5,3,0,0.9823,2
1990,1512,3,8438472,5581,2,1,4,4,10,0,2,11,3,0,9,0.3444,0,1,1,0,0.2411,1
2818,1789,3,8758944,4896,0,2,1,3,6,1,0,8,0,12,1,0.1667,0,2,2,1,0.1667,1
1042,3280,4,1902400,580,3,1,3,3,8,1,3,15,0,3,3,0.5,1,2,2,2,0.5,2
4375,2696,3,6305944,2339,2,0,2,4,8,0,3,12,0,6,3,0.5,0,2,2,2,0.5,1
1929,1633,2,2841420,1740,0,1,5,1,8,3,2,9,3,2,5,0.7556,1,0,2,1,0.7556,2
1969,1789,1,2504600,1400,3,0,1,2,5,2,1,4,3,1,10,0.1778,0,2,2,1,0.1778,1
1323,2729,3,6814313,2497,1,2,5,2,9,3,4,16,1,10,2,0.3333,0,2,2,1,0.3333,2
1338,2984,2,5266760,1765,2,2,6,3,11,2,5,16,3,2,5,0.7556,1,5,3,0,0.9823,2
3511,1199,5,4605359,3841,2,1,6,4,12,0,5,18,1,0,4,0.6667,0,4,2,0,0.6667,2
3046,2132,3,1605396,753,0,0,3,3,8,0,2,10,3,10,10,0.1778,0,4,2,0,0.1778,2
4095,2720,1,3968480,1459,3,3,6,3,11,0,2,9,1,11,1,0.1667,2,5,3,0,0.2167,2
3563,3828,1,2997324,783,2,3,2,2,6,1,2,9,2,1,11,0.0889,0,1,2,0,0.0889,1
2742,1184,1,3861024,3261,0,0,5,4,11,1,0,2,2,11,4,0.6667,2,5,3,0,0.8667,2
4579,2702,5,10000102,3701,1,3,4,4,10,1,4,18,0,9,11,0.0889,0,4,2,0,0.0889,1
4480,2236,2,6354712,2842,0,1,6,3,11,3,4,13,3,7,10,0.1778,0,4,3,0,0.2311,1
3329,3850,2,20582100,5346,1,0,2,3,7,1,1,6,3,3,11,0.0889,1,2,2,2,0.0889,1
3467,1910,1,1984490,1039,1,3,1,2,5,3,4,13,1,2,9,0.3444,1,5,3,0,0.4477,2
1982,2430,5,11578950,4765,1,0,2,2,6,0,4,18,2,3,2,0.3333,1,3,2,2,0.3333,2
3266,1215,4,693765,571,0,2,2,1,5,3,0,10,2,0,9,0.3444,0,0,1,0,0.2411,2
4512,655,1,2569565,3923,3,3,3,3,8,1,0,5,0,6,6,0.8444,0,4,2,0,0.8444,1
1191,2581,5,5136190,1990,0,3,4,2,8,1,0,13,3,10,5,0.7556,0,2,2,1,0.7556,2
3445,3166,2,7899170,2495,2,1,2,2,6,1,2,9,2,6,2,0.3333,0,2,2,2,0.3333,1
3336,1133,4,3251710,2870,1,3,5,1,8,3,3,17,2,12,10,0.1778,0,1,2,0,0.1778,2
3783,3317,3,12982738,3914,0,3,5,1,8,3,5,18,1,10,11,0.0889,0,0,2,0,0.0889,1
1129,2406,4,19438074,8079,1,2,4,3,9,0,3,16,2,9,10,0.1778,0,1,2,0,0.1778,2
3415,1274,1,1279096,1004,2,3,4,2,8,0,3,11,3,11,5,0.7556,2,4,3,0,0.9823,2
1188,3631,1,9070238,2498,0,2,3,1,6,1,0,4,3,6,5,0.7556,0,0,2,1,0.7556,2
4395,606,3,877488,1448,0,0,4,1,7,0,1,8,0,7,3,0.5,0,4,3,0,0.65,1
681,2582,1,17449156,6758,2,2,5,1,8,2,0,4,1,5,12,0.0,2,5,3,0,0.0,2
3199,1920,3,942720,491,0,1,3,3,8,0,2,11,1,0,1,0.1667,0,2,1,1,0.1167,2
4276,2413,2,3247898,1346,1,0,5,3,10,1,4,12,1,6,2,0.3333,0,2,2,2,0.3333,1
4867,2292,5,1932156,843,0,1,4,4,10,1,3,17,0,1,5,0.7556,0,4,2,0,0.7556,2
2715,2791,5,2193726,786,0,2,1,3,6,0,3,18,2,4,3,0.5,1,0,2,1,0.5,2
2397,1324,1,1827120,1380,0,3,5,1,8,1,4,13,2,8,9,0.3444,0,1,1,0,0.2411,1
4198,2772,5,13017312,4696,2,3,5,1,8,1,5,18,2,6,1,0.1667,0,2,2,2,0.1667,2
2111,1448,5,1556600,1075,2,0,1,1,4,2,0,10,1,4,2,0.3333,1,3,2,2,0.3333,2
2543,1315,5,1103285,839,1,1,3,4,9,3,3,17,1,10,10,0.1778,0,4,2,0,0.1778,2
4532,2428,3,6817824,2808,1,0,6,2,10,0,3,12,3,0,8,0.5111,0,4,2,0,0.5111,2
651,718,1,588042,819,0,0,4,3,9,3,2,6,2,0,6,0.8444,0,1,1,0,0.5911,2
2125,1389,4,451425,325,2,1,3,2,7,1,4,17,1,8,2,0.3333,0,0,0,0,0.1333,2
3259,655,1,2747070,4194,0,2,2,1,5,2,0,4,0,6,4,0.6667,0,0,2,1,0.6667,1
3716,2378,5,11592750,4875,2,2,1,1,4,0,0,12,1,5,1,0.1667,2,5,3,0,0.2167,2
1840,719,3,3926459,5461,0,3,2,4,8,0,0,9,2,4,5,0.7556,1,5,3,0,0.9823,2
3133,2075,2,8497125,4095,2,0,6,1,9,2,4,12,0,10,7,0.6778,0,1,2,0,0.6778,1
3193,495,5,1938915,3917,0,3,3,2,7,1,1,15,1,11,7,0.6778,2,1,2,0,0.6778,2
1254,2842,2,1020278,359,2,3,5,4,11,0,4,15,0,6,5,0.7556,0,2,2,2,0.7556,2
2796,3866,4,8242312,2132,2,1,4,2,8,3,1,11,1,6,6,0.8444,0,1,2,0,0.8444,2
1658,3938,3,1287726,327,2,0,3,4,9,3,5,16,1,0,2,0.3333,0,4,2,0,0.3333,2
625,3737,4,12728222,3406,2,1,2,3,7,2,3,15,0,6,2,0.3333,0,0,2,1,0.3333,1
3591,1310,1,561990,429,1,1,3,4,9,3,5,13,1,4,8,0.5111,1,4,2,0,0.5111,2
1618,1579,2,7340771,4649,1,0,3,3,8,1,3,10,3,6,7,0.6778,0,4,2,0,0.6778,2
707,3636,5,12264228,3373,2,3,6,2,10,2,2,17,3,7,6,0.8444,0,1,2,0,0.8444,2
3646,1968,4,16914960,8595,0,3,1,4,7,0,0,11,3,9,3,0.5,0,2,2,1,0.5,2
1418,2568,1,14997120,5840,3,3,2,4,8,3,2,9,0,1,10,0.1778,0,1,2,0,0.1778,1
3742,989,4,1810859,1831,1,0,5,1,8,2,3,14,2,6,5,0.7556,0,0,2,1,0.7556,2
3152,3779,4,13517483,3577,2,0,1,3,6,2,2,12,1,9,2,0.3333,0,4,2,0,0.3333,1
4285,1031,1,478384,464,1,3,6,1,9,2,5,15,3,3,3,0.5,1,2,2,2,0.5,2
2220,3005,1,2322865,773,0,2,3,2,7,0,5,14,3,6,9,0.3444,0,2,2,2,0.3444,2
4927,2717,4,3852706,1418,2,1,4,4,10,1,1,11,0,8,7,0.6778,0,0,0,0,0.2711,1
4662,2756,3,1956760,710,3,1,1,4,7,0,5,17,1,8,5,0.7556,0,0,0,0,0.3022,2
3881,1936,2,1961168,1013,0,0,4,4,10,2,5,14,3,1,7,0.6778,0,1,2,0,0.6778,2
2780,2360,2,5151880,2183,3,3,3,2,7,0,5,17,3,8,9,0.3444,0,1,1,0,0.2411,2
4935,2386,5,4521470,1895,3,1,6,2,10,1,1,13,3,8,4,0.6667,0,0,0,0,0.2667,2
4106,2779,3,6611241,2379,1,1,5,3,10,1,4,15,0,10,10,0.1778,0,0,2,0,0.1778,1
724,936,2,1905696,2036,3,3,5,3,10,1,1,9,1,13,8,0.5111,0,2,2,1,0.5111,2
4328,3736,4,33463352,8957,1,1,5,3,10,3,3,15,1,7,6,0.8444,0,1,2,0,0.8444,2
1157,2394,5,1314306,549,2,3,4,1,7,2,4,18,2,7,9,0.3444,0,0,2,0,0.3444,2
1314,1738,2,7781026,4477,2,2,5,2,9,2,0,6,0,6,1,0.1667,0,2,2,2,0.1667,1
975,1141,4,1095360,960,0,2,4,2,8,3,1,12,2,13,6,0.8444,0,2,2,1,0.8444,2
1823,3293,1,3546561,1077,2,0,4,1,7,2,1,4,0,4,1,0.1667,1,4,2,0,0.1667,1
4213,1708,4,2526132,1479,0,1,2,2,6,1,5,18,1,2,1,0.1667,1,4,2,0,0.1667,2
3912,2460,3,4880640,1984,3,3,3,1,6,0,0,9,3,6,9,0.3444,0,0,2,1,0.3444,1
4462,3085,4,1505480,488,2,3,4,3,9,0,1,13,1,8,8,0.5111,0,1,1,0,0.3578,2
1119,2039,1,1492548,732,1,3,4,4,10,2,0,5,2,4,11,0.0889,1,1,2,0,0.0889,1
2998,3996,4,5782212,1447,1,3,6,1,9,0,1,13,2,9,11,0.0889,0,0,2,1,0.0889,1
3502,2949,4,13851453,4697,2,2,1,3,6,2,1,12,0,7,9,0.3444,0,2,2,1,0.3444,1
3522,2790,1,11634300,4170,3,0,1,2,5,2,5,12,0,6,7,0.6778,0,2,2,2,0.6778,2
2820,1274,1,2458820,1930,0,3,2,3,7,3,3,11,3,8,11,0.0889,0,1,1,0,0.0622,1
4596,1090,5,7209260,6614,3,2,4,1,7,3,4,18,0,13,2,0.3333,0,1,2,0,0.3333,1
3016,3592,2,7155264,1992,1,0,1,1,4,3,3,10,0,6,7,0.6778,0,0,2,1,0.6778,1
2008,668,3,1065460,1595,1,2,1,2,5,1,5,18,2,8,3,0.5,0,4,1,0,0.35,2
1578,3513,3,14245215,4055,0,1,6,2,10,3,4,15,2,4,9,0.3444,1,4,2,0,0.3444,2
2441,3935,1,13965315,3549,1,0,2,1,5,3,5,12,3,6,5,0.7556,0,2,2,2,0.7556,2
2485,875,4,1635375,1869,1,1,2,4,8,3,2,13,1,10,12,0.0,0,2,2,1,0.0,1
1406,2334,5,12155472,5208,3,3,4,4,10,2,5,18,1,3,12,0.0,1,3,2,2,0.0,2
3060,3124,3,15360708,4917,1,2,2,4,8,3,3,14,2,0,12,0.0,0,4,2,0,0.0,1
1304,3774,2,1702074,451,0,0,5,2,9,0,4,12,3,2,8,0.5111,1,4,2,0,0.5111,2
3007,1022,5,766500,750,0,3,1,3,6,3,5,18,3,9,6,0.8444,0,0,2,1,0.8444,2
4509,2399,2,4706838,1962,3,0,1,2,5,0,4,12,0,8,12,0.0,0,0,0,0,0.0,0
2968,2239,4,2695756,1204,2,2,4,3,9,3,1,12,0,6,8,0.5111,0,1,2,0,0.5111,1
3938,1561,3,4052356,2596,1,3,4,1,7,2,0,9,3,9,6,0.8444,0,0,2,1,0.8444,2
2318,1665,5,2673990,1606,2,1,4,2,8,3,1,13,1,12,6,0.8444,0,4,2,0,0.8444,2
2069,3320,5,2553080,769,0,1,1,2,5,1,3,17,1,1,6,0.8444,0,2,2,1,0.8444,2
860,2664,1,13122864,4926,3,0,1,2,5,1,1,4,1,9,4,0.6667,0,1,2,0,0.6667,1
3778,1751,1,1586406,906,0,0,6,1,9,3,3,8,1,0,3,0.5,0,2,1,1,0.35,1
4831,2332,3,2173424,932,0,0,1,2,5,2,1,8,0,8,5,0.7556,0,5,1,0,0.5289,2
1371,1139,4,1537650,1350,1,3,6,2,10,0,2,15,3,9,12,0.0,0,4,2,0,0.0,2
742,1366,4,2662334,1949,1,3,6,3,11,3,0,11,0,1,9,0.3444,0,4,2,0,0.3444,1
1121,2936,1,8593672,2927,0,3,3,4,9,2,2,9,3,4,5,0.7556,1,1,2,0,0.7556,2
3137,2802,4,3945216,1408,0,0,4,2,8,3,2,12,2,6,6,0.8444,0,2,2,2,0.8444,2
4779,2603,3,11926946,4582,1,3,6,4,12,2,2,13,3,6,9,0.3444,0,2,2,2,0.3444,2
1837,3883,5,10134630,2610,1,1,4,1,7,2,5,18,0,2,4,0.6667,1,1,2,1,0.6667,2
1141,1538,2,5344550,3475,3,1,3,1,6,2,5,15,3,6,6,0.8444,0,1,2,0,0.8444,2
1322,2970,5,13896630,4679,0,3,6,2,10,1,1,15,3,6,9,0.3444,0,2,2,2,0.3444,2
2619,3719,1,13116913,3527,2,3,5,4,11,1,5,15,0,9,1,0.1667,0,1,2,0,0.1667,1
3387,513,5,1437939,2803,0,1,2,1,5,2,4,18,3,12,12,0.0,0,1,2,0,0.0,1
2040,3630,5,4693590,1293,2,2,5,2,9,3,1,14,1,9,2,0.3333,0,2,2,1,0.3333,2
1292,634,1,431120,680,3,2,3,4,9,0,1,6,2,11,8,0.5111,2,5,3,0,0.6644,2
2205,514,2,343866,669,1,1,1,3,6,3,2,9,0,1,4,0.6667,0,1,2,0,0.6667,2
3545,3541,3,17903296,5056,3,3,3,1,6,0,0,9,3,5,3,0.5,2,4,3,0,0.65,2
1804,645,3,3833880,5944,3,2,1,2,5,1,3,14,0,9,11,0.0889,0,0,2,1,0.0889,1
4481,1322,3,1542774,1167,0,1,4,4,10,0,2,11,1,6,10,0.1778,0,1,2,0,0.1778,1
2689,2302,5,1045108,454,3,3,2,4,8,2,2,17,2,5,11,0.0889,2,5,3,0,0.1156,2
3633,470,4,324300,690,2,3,3,1,6,3,1,13,1,6,12,0.0,0,4,2,0,0.0,1
1837,2806,1,6891536,2456,1,2,1,4,7,1,2,8,1,1,11,0.0889,0,2,2,1,0.0889,1
3117,2797,1,3546596,1268,0,3,6,4,12,0,0,5,1,8,10,0.1778,0,0,0,0,0.0711,0
615,1005,5,4370745,4349,2,0,2,3,7,3,0,10,0,12,10,0.1778,0,2,2,1,0.1778,1
2553,788,2,766724,973,3,2,1,1,4,2,2,10,1,3,3,0.5,1,2,2,2,0.5,2
2573,1215,2,1185840,976,2,1,6,4,12,3,4,13,2,7,7,0.6778,0,0,2,0,0.6778,2
4475,3223,3,12659944,3928,3,3,4,2,8,0,0,9,2,11,9,0.3444,2,5,3,0,0.4477,2
731,1747,2,7580233,4339,3,0,6,3,11,0,4,12,3,3,11,0.0889,1,3,2,2,0.0889,2
4117,2416,4,5530224,2289,1,2,5,4,11,3,2,14,0,3,2,0.3333,1,3,2,2,0.3333,2
928,2239,3,8561936,3824,1,2,1,2,5,2,3,14,3,6,8,0.5111,0,0,2,1,0.5111,2
3891,1418,5,11741040,8280,0,2,2,3,7,1,5,18,0,7,1,0.1667,0,4,3,0,0.2167,2
2812,3325,2,2270975,683,0,1,5,4,11,2,2,9,0,1,4,0.6667,0,4,2,0,0.6667,2
1121,3500,2,7794500,2227,0,1,4,2,8,1,4,13,3,12,11,0.0889,0,2,2,1,0.0889,1
1155,555,2,207570,374,0,0,2,3,7,0,1,6,1,1,3,0.5,0,3,2,2,0.5,2
928,989,1,508346,514,2,3,5,3,10,2,3,11,3,3,10,0.1778,1,3,2,2,0.1778,2
4046,1509,2,1436568,952,1,3,3,3,8,3,0,7,2,4,4,0.6667,1,0,2,1,0.6667,2
2091,1517,2,6063449,3997,0,1,2,3,7,0,3,11,3,7,3,0.5,0,1,2,0,0.5,2
1400,2857,2,6813945,2385,3,3,3,3,8,0,1,9,0,0,1,0.1667,0,2,1,1,0.1167,1
1542,3680,2,15172640,4123,2,1,5,4,11,1,5,15,2,1,2,0.3333,0,4,2,0,0.3333,1
4722,1413,4,1250505,885,1,3,5,2,9,3,1,13,3,2,9,0.3444,1,5,3,0,0.4477,2
3477,1305,3,4088565,3133,0,3,4,3,9,0,4,17,1,0,8,0.5111,0,4,2,0,0.5111,2
4703,1792,5,6809600,3800,3,0,3,3,8,3,0,10,1,10,9,0.3444,0,1,2,0,0.3444,1
3253,1854,3,1970802,1063,3,0,5,3,10,0,2,10,2,7,11,0.0889,0,0,2,0,0.0889,1
1945,1374,2,6720234,4891,2,0,2,3,7,2,4,12,2,12,8,0.5111,0,4,2,0,0.5111,2
1640,2743,2,2408354,878,1,3,6,2,10,2,4,15,2,9,7,0.6778,0,4,2,0,0.6778,2
4024,3863,4,13891348,3596,1,3,5,4,11,1,1,13,2,12,2,0.3333,0,4,2,0,0.3333,2
3489,1459,3,4308427,2953,2,0,6,1,9,3,5,16,1,0,3,0.5,0,4,2,0,0.5,2
1194,1756,3,4249520,2420,1,1,4,4,10,0,1,9,2,6,7,0.6778,0,2,2,2,0.6778,2
936,2067,1,9896796,4788,1,3,5,3,10,3,1,7,1,3,3,0.5,1,3,2,2,0.5,2
1146,2461,3,3676734,1494,0,2,6,1,9,1,1,10,2,11,6,0.8444,2,5,3,0,1.0,2
4044,1027,4,1692496,1648,3,2,5,2,9,2,5,18,3,0,5,0.7556,0,1,1,0,0.5289,2
1239,3063,2,2845527,929,0,1,6,1,9,0,2,9,3,0,8,0.5111,0,4,2,0,0.5111,2
2697,2431,5,7893457,3247,3,1,2,4,8,0,0,11,1,1,2,0.3333,0,2,2,1,0.3333,1
4573,2722,2,6173496,2268,3,2,5,1,8,2,2,10,1,9,5,0.7556,0,2,2,1,0.7556,2
1959,1721,5,2507497,1457,0,2,5,2,9,3,3,18,1,6,10,0.1778,0,0,2,1,0.1778,1
2904,3743,1,17520983,4681,0,0,3,3,8,0,0,2,3,8,9,0.3444,0,0,0,0,0.1378,1
4364,1315,3,2795690,2126,3,1,3,2,7,0,0,7,0,6,10,0.1778,0,2,2,2,0.1778,1
3283,2180,4,8493280,3896,2,3,5,4,11,0,0,11,1,6,1,0.1667,0,0,2,1,0.1667,1
2392,3744,1,9592128,2562,0,3,2,4,8,0,4,13,0,6,7,0.6778,0,4,2,0,0.6778,2
3130,3792,1,7887360,2080,1,3,2,2,6,3,0,5,3,6,4,0.6667,0,0,2,1,0.6667,2
1321,2007,3,5509215,2745,3,1,4,1,7,0,2,11,1,4,4,0.6667,1,5,3,0,0.8667,2
871,2430,3,21325680,8776,0,3,2,2,6,2,3,15,0,9,9,0.3444,0,2,2,1,0.3444,2
1116,3065,5,4597500,1500,3,1,1,4,7,0,0,11,1,0,12,0.0,0,4,2,0,0.0,1
4246,2523,4,933510,370,0,0,1,4,7,0,2,12,0,6,8,0.5111,0,4,2,0,0.5111,2
645,1470,5,7245630,4929,1,1,5,3,10,3,5,18,0,10,6,0.8444,0,1,2,0,0.8444,2
1726,2936,5,2389904,814,1,0,5,1,8,3,2,14,3,2,9,0.3444,1,4,2,0,0.3444,2
4889,557,1,725771,1303,3,1,6,1,9,1,2,7,3,4,3,0.5,1,1,2,0,0.5,2
933,3233,3,11955634,3698,3,1,4,4,10,3,4,15,1,7,3,0.5,0,4,3,0,0.65,2
2892,521,1,4024725,7725,3,1,2,1,5,2,5,13,3,1,1,0.1667,0,3,2,2,0.1667,1
4127,3426,1,22964478,6703,1,1,6,4,12,1,0,3,3,0,5,0.7556,0,1,1,0,0.5289,2
3924,840,2,5665800,6745,2,2,4,2,8,3,0,6,0,9,4,0.6667,0,4,2,0,0.6667,2
1043,2190,2,2921460,1334,1,0,5,2,9,0,0,4,3,0,1,0.1667,0,4,2,0,0.1667,1
911,1476,4,4243500,2875,1,1,2,2,6,3,0,9,2,12,7,0.6778,0,0,2,0,0.6778,2
1323,2010,2,4914450,2445,1,0,5,1,8,2,3,10,2,7,7,0.6778,0,2,2,1,0.6778,2
4211,1916,2,9093336,4746,2,1,6,1,9,0,1,7,2,7,11,0.0889,0,4,3,0,0.1156,1
4730,561,5,1368279,2439,1,2,3,4,9,2,3,18,2,4,12,0.0,1,3,2,2,0.0,2
3334,1917,1,12475836,6508,2,1,2,3,7,0,4,11,1,1,11,0.0889,0,4,2,0,0.0889,1
1812,1271,4,5189493,4083,1,0,6,3,11,3,2,12,2,10,1,0.1667,0,4,2,0,0.1667,1
3973,3402,2,1044414,307,2,2,6,4,12,2,5,16,0,0,3,0.5,0,2,1,1,0.35,2
4115,2775,2,18850575,6793,2,2,1,1,4,3,3,12,2,2,3,0.5,1,4,2,0,0.5,2
4292,2191,1,1459206,666,1,3,3,1,6,2,0,5,3,7,1,0.1667,0,4,3,0,0.2167,2
945,2286,3,15462504,6764,2,1,5,3,10,3,3,13,2,13,10,0.1778,0,0,2,0,0.1778,1
875,1575,4,1425375,905,1,1,6,4,12,0,5,18,1,12,7,0.6778,0,4,2,0,0.6778,2
671,3690,5,2232450,605,0,3,4,1,7,1,3,18,1,11,11,0.0889,2,1,2,0,0.0889,2
2661,531,3,1470870,2770,2,2,2,3,7,3,2,12,2,13,7,0.6778,0,0,2,0,0.6778,2
4837,1301,1,2728197,2097,1,3,6,1,9,2,3,11,3,5,11,0.0889,2,4,3,0,0.1156,2
1046,3232,1,2010304,622,0,3,2,4,8,0,1,7,3,13,4,0.6667,0,4,2,0,0.6667,2
1728,2098,3,1294466,617,1,0,1,1,4,1,2,10,1,8,6,0.8444,0,0,0,0,0.3378,2
1053,3914,5,18016142,4603,3,3,2,1,5,2,5,18,3,0,11,0.0889,0,2,1,1,0.0622,2
3136,3499,2,6945515,1985,3,3,4,1,7,0,3,13,3,0,2,0.3333,0,1,1,0,0.2333,1
4831,1606,5,10930436,6806,3,0,4,2,8,0,3,16,1,6,11,0.0889,0,2,2,2,0.0889,1
2700,1205,4,2999245,2489,3,3,5,4,11,3,3,17,1,2,12,0.0,1,5,3,0,0.0,2
2275,959,3,764323,797,3,2,4,3,9,0,0,8,1,6,5,0.7556,0,3,2,2,0.7556,2
2150,1089,2,703494,646,2,3,2,3,7,1,1,9,3,3,12,0.0,1,3,2,2,0.0,2
4503,2542,1,10229008,4024,0,0,5,4,11,1,0,2,3,8,1,0.1667,0,0,0,0,0.0667,0
1196,3626,3,2675988,738,2,2,3,3,8,1,2,12,3,4,4,0.6667,1,1,2,0,0.6667,2
4948,2404,4,3906500,1625,2,0,2,2,6,1,4,16,1,9,8,0.5111,0,0,2,1,0.5111,2
705,1554,5,1832166,1179,3,0,6,1,9,0,4,18,1,8,10,0.1778,0,0,0,0,0.0711,1
4396,692,3,987484,1427,2,2,6,4,12,2,4,16,3,9,4,0.6667,0,1,2,0,0.6667,2
3572,2414,4,15980680,6620,2,3,6,1,9,2,0,11,3,9,1,0.1667,0,1,2,0,0.1667,1
4463,2692,4,2732380,1015,1,1,1,2,5,3,5,18,1,1,3,0.5,0,3,2,2,0.5,2
1668,1744,3,5842400,3350,1,3,4,3,9,2,4,17,0,0,4,0.6667,0,4,2,0,0.6667,2
2588,841,5,1424654,1694,0,2,2,3,7,3,3,18,0,10,4,0.6667,0,0,2,0,0.6667,2
2673,3880,5,23365360,6022,0,0,5,2,9,3,3,16,1,8,1,0.1667,0,1,1,0,0.1167,1
2637,2897,5,6689173,2309,2,2,1,4,7,3,3,18,1,3,9,0.3444,1,0,2,1,0.3444,2
4433,1233,5,1119564,908,1,0,3,4,9,1,4,18,1,6,3,0.5,0,4,2,0,0.5,2
2175,3239,2,9257062,2858,3,3,1,3,6,0,4,15,1,10,3,0.5,0,0,2,0,0.5,2
792,1839,1,1618320,880,2,3,2,2,6,0,3,11,1,4,4,0.6667,1,1,2,0,0.6667,2
3243,3814,2,2235004,586,1,0,1,2,5,1,3,10,3,13,11,0.0889,0,2,2,1,0.0889,1
665,1279,4,6355351,4969,0,2,3,2,7,3,0,10,3,4,8,0.5111,1,5,3,0,0.6644,2
3125,1325,3,4526200,3416,2,2,1,1,4,3,5,18,1,6,4,0.6667,0,2,2,2,0.6667,2
3763,3056,1,1803040,590,2,2,3,3,8,3,2,8,1,0,3,0.5,0,4,2,0,0.5,2
3671,1945,1,16089040,8272,2,0,3,4,9,2,5,12,0,13,11,0.0889,0,1,2,0,0.0889,0
3820,2007,4,15542208,7744,3,1,3,1,6,1,0,9,3,6,8,0.5111,0,0,2,1,0.5111,2
4682,3712,2,23073792,6216,2,2,4,2,8,1,2,10,1,1,11,0.0889,0,1,2,0,0.0889,1
2891,1235,4,4397835,3561,3,0,4,2,8,1,3,14,2,6,3,0.5,0,2,2,2,0.5,2
3518,2964,4,5744232,1938,3,2,1,2,5,0,2,14,0,11,4,0.6667,2,5,3,0,0.8667,2
4606,2335,2,1039075,445,1,2,6,2,10,3,5,16,2,3,8,0.5111,1,1,2,1,0.5111,2
2147,2534,3,2001860,790,0,2,2,2,6,0,1,10,1,3,2,0.3333,1,2,2,2,0.3333,2
1532,541,5,4742947,8767,0,3,6,3,11,2,0,13,3,10,6,0.8444,0,4,2,0,0.8444,2
4880,3810,3,17289780,4538,1,2,1,2,5,1,3,14,2,6,4,0.6667,0,0,2,1,0.6667,2
